pdb_idx	length	ident	simi
4UWC_A	279	99.283	99.28
4UWY_A	279	99.283	99.28
4UXQ_A	279	99.642	99.64
4WOV_A	280	100.0	100.0
4WUN_A	279	99.283	99.28
4XCU_A	279	96.774	96.77
4XHL_A	267	67.79	86.89
4XLV_A	270	99.63	99.63
4XS2_A	282	100.0	100.0
4Y73_A	282	100.0	100.0
4Y8D_A	276	100.0	100.0
4YHT_A	259	98.456	98.46
4YMJ_A	289	95.156	95.16
4YO6_A	282	100.0	100.0
4YP8_A	282	100.0	100.0
4ZSA_A	279	99.283	99.28
4ZTL_A	282	100.0	100.0
4ZTM_A	282	100.0	100.0
4ZTN_A	282	100.0	100.0
5AA8_A	270	99.259	99.26
5AM6_A	279	99.283	99.28
5AM7_A	279	98.925	99.28
5C01_A	280	100.0	100.0
5C03_A	280	100.0	100.0
5CLP_A	286	100.0	100.0
5CS6_A	286	100.0	100.0
5CSH_A	286	100.0	100.0
5CSP_A	286	98.951	98.95
5CSV_A	286	98.951	98.95
5CT0_A	286	100.0	100.0
5CTP_A	286	100.0	100.0
5CU0_A	286	100.0	100.0
5CU2_A	286	100.0	100.0
5CU3_A	286	100.0	100.0
5CU4_A	286	98.951	98.95
5CU6_A	286	98.951	98.95
5CVF_A	286	98.951	98.95
5CVG_A	286	100.0	100.0
5CVH_A	286	100.0	100.0
5CX9_A	286	100.0	100.0
5DFZ_B	26	50.0	73.08
5E1S_A	270	99.63	100.0
5E8V_A	297	97.98	97.98
5E8Y_A	297	97.98	97.98
5E91_A	297	97.98	97.98
5E92_A	297	97.98	97.98
5EG3_A	279	97.491	98.57
5EW8_A	279	99.283	99.28
5FLF_A	279	98.925	98.92
5FTO_A	270	100.0	100.0
5FTQ_A	270	100.0	100.0
5FXQ_A	270	100.0	100.0
5FXR_A	270	100.0	100.0
5FXS_A	270	99.259	99.63
5G15_A	251	100.0	100.0
5GMP_A	259	99.614	99.61
5GNK_A	259	99.614	99.61
5GRN_A	330	90.90921818181818	92.42290909090909
5GTY_A	259	99.614	99.61
5GTZ_A	259	99.614	99.61
5H09_A	252	100.0	100.0
5H0B_A	252	100.0	100.0
5H0E_A	252	100.0	100.0
5H0G_A	252	100.0	100.0
5H0H_A	252	100.0	100.0
5H3Q_A	274	100.0	100.0
5H8B_A	286	100.0	100.0
5H8E_A	286	100.0	100.0
5H8G_A	286	100.0	100.0
5HHW_A	270	99.63	100.0
5HTI_A	264	100.0	100.0
5HVJ_A	268	99.627	100.0
5HVK_A	268	99.627	100.0
5HVU_A	263	100.0	100.0
5HZN_A	270	99.259	99.26
5I4N_A	263	98.099	98.1
5I8A_A	274	100.0	100.0
5IMX_A	270	100.0	100.0
5IUG_A	270	100.0	100.0
5IUH_A	270	100.0	100.0
5IUI_A	270	100.0	100.0
5J87_A	252	100.0	100.0
5J95_A	265	100.0	100.0
5JFS_A	274	100.0	100.0
5JFV_A	274	100.0	100.0
5JFW_A	274	100.0	100.0
5JFX_A	274	100.0	100.0
5K00_A	253	100.0	100.0
5K0K_A	270	100.0	100.0
5K0X_A	270	100.0	100.0
5K5X_A	330	90.90921818181818	92.42290909090909
5K72_A	282	100.0	100.0
5K75_A	282	100.0	100.0
5K76_A	282	100.0	100.0
5K7G_A	282	100.0	100.0
5K7I_A	282	100.0	100.0
5K9I_A	252	99.206	99.6
5KCX_A	253	100.0	100.0
5KGD_A	253	100.0	100.0
5KGE_A	253	100.0	100.0
5KGG_A	253	100.0	100.0
5KGI_A	253	100.0	100.0
5KGK_A	253	100.0	100.0
5KKS_A	263	100.0	100.0
5KKT_A	263	100.0	100.0
5KPK_A	285	100.0	100.0
5KPL_A	285	100.0	100.0
5KPM_A	285	100.0	100.0
5KU8_A	286	100.0	100.0
5KVT_A	274	100.0	100.0
5KWH_A	286	100.0	100.0
5KX7_A	282	100.0	100.0
5KX8_A	282	100.0	100.0
5L2Q_A	296	100.0	100.0
5L6W_L	268	100.0	100.0
5LXC_A	314	100.0	100.0
5LXD_A	314	100.0	100.0
5M44_A	286	100.0	100.0
5M4C_A	286	100.0	100.0
5M4F_A	286	100.0	100.0
5M4I_A	286	100.0	100.0
5M4U_A	286	100.0	100.0
5M56_A	286	100.0	100.0
5MJA_A	262	99.237	99.62
5MJB_A	262	98.855	99.24
5MMF_A	286	100.0	100.0
5MMR_A	286	100.0	100.0
5MO4_A	254	99.213	99.61
5MO5_A	286	100.0	100.0
5MO6_A	286	100.0	100.0
5MO7_A	286	100.0	100.0
5MO8_A	286	100.0	100.0
5MOD_A	286	100.0	100.0
5MOE_A	286	100.0	100.0
5MOH_A	286	98.951	98.95
5MOT_A	286	98.951	98.95
5MOV_A	286	98.951	98.95
5MOW_A	286	100.0	100.0
5MP8_A	286	100.0	100.0
5MPJ_A	286	100.0	100.0
5MRB_A	267	99.625	99.63
5MRD_A	261	96.552	98.08
5MZL_A	253	99.605	99.6
5N1V_A	286	100.0	100.0
5N4N_A	253	99.605	99.6
5N4O_A	253	99.605	99.6
5N4R_A	253	99.605	99.6
5N4U_A	253	99.605	99.6
5N4V_A	253	99.605	99.6
5N4X_A	253	99.605	99.6
5N4Y_A	253	99.605	99.6
5N4Z_A	253	99.605	99.6
5N50_A	253	99.605	99.6
5N51_A	253	99.605	99.6
5N52_A	253	99.605	99.6
5N5L_A	253	99.605	99.6
5N5M_A	253	99.605	99.6
5N7V_A	267	100.0	100.0
5N84_A	267	100.0	100.0
5N87_A	267	100.0	100.0
5N93_A	267	100.0	100.0
5N9K_A	286	100.0	100.0
5N9L_A	286	100.0	100.0
5N9N_A	286	100.0	100.0
5N9S_A	267	100.0	100.0
5NA0_A	267	100.0	100.0
5NAD_A	267	100.0	100.0
5NCL_A	321	55.452	74.14
5NDT_A	253	99.605	99.6
5NJZ_A	261	100.0	100.0
5NK0_A	261	100.0	100.0
5NK1_A	261	100.0	100.0
5NK2_A	261	100.0	100.0
5NK3_A	261	100.0	100.0
5NK4_A	261	100.0	100.0
5NK5_A	261	100.0	100.0
5NK6_A	261	100.0	100.0
5NK7_A	261	100.0	100.0
5NK8_A	261	100.0	100.0
5NK9_A	261	100.0	100.0
5NKA_A	261	100.0	100.0
5NKB_A	261	100.0	100.0
5NKC_A	261	100.0	100.0
5NKD_A	261	100.0	100.0
5NKE_A	261	100.0	100.0
5NKF_A	261	100.0	100.0
5NKG_A	261	100.0	100.0
5NKH_A	261	100.0	100.0
5NKI_A	261	100.0	100.0
5NQC_A	286	100.0	100.0
5NTT_A	267	99.625	99.63
5NUD_A	279	100.0	100.0
5NWZ_A	279	100.0	100.0
5NXC_L	268	100.0	100.0
5NXD_A	273	100.0	100.0
5O0Y_A	280	100.0	100.0
5O11_A	253	100.0	100.0
5O12_A	253	100.0	100.0
5O13_A	253	100.0	100.0
5O1S_A	258	99.612	100.0
5O1V_A	260	100.0	100.0
5O21_A	260	100.0	100.0
5O23_A	260	100.0	100.0
5O26_A	260	100.0	100.0
5O2B_A	260	100.0	100.0
5O2C_A	260	100.0	100.0
5O49_A	279	99.283	99.28
5O4A_A	279	99.283	99.28
5O91_A	267	99.625	99.63
5OBJ_A	251	100.0	100.0
5OBR_A	251	100.0	100.0
5ODT_A	251	99.203	99.6
5OMY_A	286	100.0	100.0
5ONE_A	251	100.0	100.0
5ONI_A	286	100.0	100.0
5OOI_A	286	100.0	100.0
5OOP_A	257	96.109	97.67
5OOR_A	257	96.109	97.67
5OOT_A	257	96.109	97.67
5OP2_A	257	96.109	97.67
5OP4_A	257	96.109	97.67
5OP5_A	257	96.109	97.67
5OP7_A	257	96.109	97.67
5OPB_A	257	96.109	97.67
5OPR_A	257	96.109	97.67
5OPS_A	257	96.109	97.67
5OPU_A	257	96.109	97.67
5OPV_A	257	96.109	97.67
5OQ5_A	257	96.887	98.05
5OQ6_A	257	95.331	97.67
5OQ7_A	257	96.887	98.05
5OQ8_A	257	95.331	97.67
5OQU_A	286	100.0	100.0
5ORH_A	286	100.0	100.0
5ORJ_A	286	100.0	100.0
5ORK_A	286	100.0	100.0
5ORL_A	251	99.602	99.6
5ORN_A	251	99.602	99.6
5ORO_A	251	99.602	99.6
5ORP_A	251	99.602	99.6
5ORR_A	251	99.602	99.6
5ORS_A	251	99.602	99.6
5ORT_A	251	99.602	99.6
5ORV_A	251	99.602	99.6
5ORW_A	251	99.602	99.6
5ORX_A	251	99.602	99.6
5ORY_A	251	99.602	99.6
5ORZ_A	251	99.602	99.6
5OS0_A	251	99.602	99.6
5OS1_A	251	99.602	99.6
5OS2_A	251	99.602	99.6
5OS3_A	251	99.602	99.6
5OS4_A	251	99.602	99.6
5OS5_A	251	99.602	99.6
5OS6_A	251	99.602	99.6
5OS7_A	286	100.0	100.0
5OS8_A	286	98.951	98.95
5OSD_A	251	99.602	99.6
5OSE_A	251	99.602	99.6
5OSF_A	251	99.602	99.6
5OSL_A	286	98.951	98.95
5OSP_A	286	98.951	98.95
5OSR_A	286	98.951	98.95
5OSU_A	286	98.951	98.95
5OSZ_A	286	98.951	98.95
5OT5_A	286	100.0	100.0
5OT6_A	286	100.0	100.0
5OTD_A	286	100.0	100.0
5OTE_A	267	100.0	100.0
5OTF_A	267	100.0	100.0
5OTH_A	286	100.0	100.0
5OTI_A	286	98.951	98.95
5OTL_A	286	100.0	100.0
5OTO_A	286	100.0	100.0
5OTP_A	286	100.0	100.0
5OTQ_A	286	98.951	98.95
5OTR_A	286	98.951	98.95
5OTS_A	286	98.951	98.95
5OTY_A	286	98.951	98.95
5OTZ_A	286	98.951	98.95
5OUE_A	286	100.0	100.0
5OUL_A	286	98.951	98.95
5OUM_A	286	100.0	100.0
5OUU_A	286	100.0	100.0
5OWH_A	286	100.0	100.0
5OWL_A	286	100.0	100.0
5OWQ_A	259	100.0	100.0
5OWR_A	259	100.0	100.0
5OXG_A	290	100.0	100.0
5OY6_A	290	100.0	100.0
5OYF_A	286	98.951	98.95
5P9F_A	252	100.0	100.0
5P9G_A	252	100.0	100.0
5P9H_A	252	100.0	100.0
5P9I_A	252	100.0	100.0
5P9J_A	252	100.0	100.0
5P9K_A	252	100.0	100.0
5P9L_A	252	100.0	100.0
5P9M_A	252	100.0	100.0
5QIK_A	290	100.0	100.0
5QIL_A	290	100.0	100.0
5QIM_A	290	100.0	100.0
5QIN_A	297	97.98	97.98
5QTZ_A	290	100.0	100.0
5QU0_A	290	100.0	100.0
5SWH_A	252	98.81	99.21
5SYS_A	252	98.81	99.21
5T0P_A	252	98.81	99.21
5T18_A	252	100.0	100.0
5T1H_A	286	100.0	100.0
5T1S_A	282	100.0	100.0
5T1T_A	282	100.0	100.0
5TC0_A	270	99.63	100.0
5TD2_A	270	99.63	100.0
5TEH_A	252	98.81	99.21
5TEL_A	253	100.0	100.0
5TEX_A	253	100.0	100.0
5TIU_A	259	100.0	100.0
5TKD_A	280	100.0	100.0
5TOB_A	257	100.0	100.0
5TOE_A	253	100.0	100.0
5TQ3_A	277	99.278	99.28
5TQ4_A	277	99.278	99.28
5TQ5_A	277	99.278	99.28
5TQ6_A	277	99.278	99.28
5TQ7_A	277	99.278	99.28
5TQ8_A	277	99.278	99.28
5TTS_A	276	99.638	99.64
5TTU_A	276	99.638	99.64
5TTV_A	276	99.638	99.64
5TUR_A	253	100.0	100.0
5TX5_A	271	98.524	98.52
5U6B_A	270	100.0	100.0
5U6C_A	270	99.63	100.0
5U7Q_A	263	100.0	100.0
5U7R_A	263	99.62	100.0
5U8L_A	259	98.842	98.84
5U9D_A	252	100.0	100.0
5UAB_A	264	100.0	100.0
5UAD_A	264	100.0	100.0
5UFU_A	253	100.0	100.0
5UG8_A	259	98.842	98.84
5UG9_A	259	98.842	98.84
5UGA_A	259	98.842	98.84
5UGB_A	259	100.0	100.0
5UGC_A	259	98.842	98.84
5UGL_A	279	99.283	99.28
5UGX_A	279	98.925	98.92
5UHN_A	279	98.925	99.28
5UI0_A	279	98.925	98.92
5UIQ_A	282	100.0	100.0
5UIR_A	282	100.0	100.0
5UIS_A	282	100.0	100.0
5UIT_A	282	100.0	100.0
5UIU_A	282	100.0	100.0
5UKF_A	290	97.931	97.93
5UNP_A	317	100.0	100.0
5UPK_B	252	100.0	100.0
5UPL_A	252	100.0	100.0
5UQ0_A	279	99.283	99.28
5UR1_A	279	99.283	99.28
5USQ_A	290	100.0	100.0
5USY_A	277	100.0	100.0
5USZ_A	263	98.859	98.86
5UT0_A	263	98.859	98.86
5UT1_A	263	98.859	98.86
5UT2_A	263	98.859	98.86
5UT3_A	263	98.859	98.86
5UT4_A	263	98.859	98.86
5UT5_A	263	98.859	98.86
5UT6_A	263	98.859	98.86
5UU1_A	287	100.0	100.0
5UVF_A	290	97.931	97.93
5UWD_A	259	98.842	98.84
5UY6_A	282	100.0	100.0
5UZJ_A	263	100.0	100.0
5V5Y_A	271	100.0	100.0
5V61_A	289	100.0	100.0
5V62_A	289	100.0	100.0
5V80_A	253	100.0	100.0
5V82_A	253	100.0	100.0
5VAL_A	260	100.0	100.0
5VAM_A	260	100.0	100.0
5VC3_A	271	100.0	100.0
5VC4_A	271	100.0	100.0
5VC5_A	271	100.0	100.0
5VC6_A	271	100.0	100.0
5VCV_A	250	100.0	100.0
5VCW_A	250	100.0	100.0
5VCX_A	250	100.0	100.0
5VCY_A	250	100.0	100.0
5VCZ_A	250	100.0	100.0
5VD0_A	250	100.0	100.0
5VD1_A	250	100.0	100.0
5VD2_A	271	100.0	100.0
5VD3_A	250	100.0	100.0
5VD4_A	271	100.0	100.0
5VD5_A	271	100.0	100.0
5VD7_A	271	100.0	100.0
5VD8_A	271	100.0	100.0
5VD9_A	271	100.0	100.0
5VDA_A	271	100.0	100.0
5VDK_A	275	100.0	100.0
5VE6_A	336	99.405	99.4
5VED_A	252	100.0	100.0
5VEE_A	252	100.0	100.0
5VEF_A	252	100.0	100.0
5VFI_A	252	100.0	100.0
5VGO_A	252	100.0	100.0
5VJA_A	263	100.0	100.0
5VND_A	279	98.925	98.92
5VO6_A	276	99.275	99.28
5VUA_B	253	100.0	100.0
5VUB_B	253	100.0	100.0
5VUC_B	253	100.0	100.0
5W5J_A	275	100.0	100.0
5W5Q_A	265	100.0	100.0
5W5V_A	298	100.0	100.0
5W7T_A	260	100.0	100.0
5W84_A	282	100.0	100.0
5W85_A	282	100.0	100.0
5W86_A	276	99.275	99.28
5WAL_A	275	97.818	98.18
5WDY_A	260	98.462	98.46
5WE8_A	260	98.462	98.46
5WEV_A	277	100.0	100.0
5WFJ_A	276	99.275	99.28
5WIJ_A	263	98.859	98.86
5WIK_B	263	98.859	98.86
5WIL_A	263	98.859	98.86
5WIM_A	263	98.859	98.86
5WIN_A	263	98.859	98.86
5WNE_A	263	100.0	100.0
5WNF_A	263	100.0	100.0
5WNG_A	263	100.0	100.0
5WNH_A	263	100.0	100.0
5WNI_A	256	94.141	97.66
5WNJ_A	256	94.141	97.66
5WNK_A	256	94.141	97.66
5WNL_A	256	94.141	97.66
5WNM_A	256	94.141	97.66
5WNO_A	255	45.882	65.88
5WO4_A	277	100.0	100.0
5WR7_A	274	100.0	100.0
5X02_A	336	84.821	84.82
5X18_A	13	61.538	76.92
5X26_A	259	99.614	99.61
5X27_A	259	99.614	99.61
5X28_A	259	99.614	99.61
5X2A_A	259	99.228	99.23
5X2C_A	259	99.228	99.23
5X2F_A	259	99.228	99.23
5X2K_A	259	99.614	99.61
5X8I_A	317	99.685	99.68
5XDK_A	259	99.614	99.61
5XDL_A	259	99.614	99.61
5XFF_A	279	99.283	99.64
5XFJ_A	279	99.283	99.64
5XGM_A	259	99.614	99.61
5XGN_A	259	99.228	99.23
5XP5_A	252	99.206	99.6
5XP7_A	252	99.206	99.6
5XVA_A	252	100.0	100.0
5XVF_A	252	100.0	100.0
5XVG_A	252	100.0	100.0
5XVU_A	286	68.531	82.87
5XY1_A	253	100.0	100.0
5XYZ_A	252	100.0	100.0
5XZV_A	270	43.704	59.63
5XZW_A	270	43.704	59.63
5Y25_A	259	99.228	99.23
5Y5T_A	259	100.0	100.0
5Y5U_A	259	100.0	100.0
5Y7Z_A	276	100.0	100.0
5Y80_A	276	100.0	100.0
5Y86_A	314	100.0	100.0
5Y9M_A	286	100.0	100.0
5Y9T_A	259	99.614	99.61
5YA5_A	264	100.0	100.0
5YF9_B	286	100.0	100.0
5YKS_A	254	100.0	100.0
5YU9_A	259	99.614	99.61
5YWM_X	286	100.0	100.0
5Z0S_A	279	99.283	99.28
5ZAN_A	251	100.0	100.0
5ZJ6_A	252	100.0	100.0
5ZJW_A	252	100.0	100.0
5ZN1_A	286	99.301	99.3
5ZN2_A	286	98.951	98.95
5ZN3_A	286	98.951	98.95
5ZN4_A	286	98.951	99.3
5ZN5_A	286	100.0	100.0
5ZTN_A	314	100.0	100.0
5ZTO_A	259	99.228	99.23
5ZV2_A	279	99.642	99.64
5ZWJ_A	259	98.842	98.84
5ZZ4_A	252	100.0	100.0
6A1C_A	286	100.0	100.0
6A1F_A	321	100.0	100.0
6A1G_A	321	100.0	100.0
6A32_A	320	92.81261875	93.7505625
6AAH_A	277	100.0	100.0
6AAJ_A	277	99.278	99.28
6AAK_A	276	99.275	99.28
6AAM_A	275	97.455	98.18
6AAR_A	263	100.0	100.0
6AC9_A	290	97.931	97.93
6ACR_A	290	100.0	100.0
6AGX_A	279	99.642	99.64
6AO5_A	252	99.603	100.0
6ATE_A	252	100.0	100.0
6AUA_A	252	99.603	99.6
6AUB_A	252	100.0	100.0
6AYD_A	253	99.605	99.6
6B16_A	252	99.603	100.0
6B4W_A	267	100.0	100.0
6B5J_A	259	100.0	100.0
6B8U_A	260	100.0	100.0
6B8Y_A	290	100.0	100.0
6BBU_A	277	100.0	100.0
6BBV_A	277	99.278	99.28
6BDN_A	254	100.0	100.0
6BFN_A	314	100.0	100.0
6BHC_A	339	87.021	87.32
6BIK_A	252	100.0	100.0
6BKE_A	252	100.0	100.0
6BKH_A	252	100.0	100.0
6BKW_A	252	100.0	100.0
6BL8_A	254	98.819	99.61
6BLN_A	252	100.0	100.0
6BNY_A	298	100.0	100.0
6BOD_A	298	100.0	100.0
6BOE_A	298	100.0	100.0
6BP0_A	290	97.931	97.93
6BRJ_A	298	100.0	100.0
6BRU_A	290	97.931	97.93
6BRW_A	263	98.859	98.86
6BS0_A	263	98.859	98.86
6BSD_A	298	100.0	100.0
6BSK_A	253	100.0	100.0
6BSS_A	263	98.859	98.86
6BTW_A	290	97.931	97.93
6BU6_A	290	97.931	97.93
6BUU_A	259	100.0	100.0
6BXI_A	294	100.0	100.0
6C18_A	279	99.283	99.28
6C19_A	279	99.283	99.28
6C1B_A	279	99.283	99.28
6C1C_A	279	99.283	99.28
6C1O_A	279	99.283	99.28
6C2R_A	251	100.0	100.0
6C2T_A	251	100.0	100.0
6C3E_A	271	98.155	98.52
6C4D_A	271	98.524	98.52
6C7Y_A	277	100.0	100.0
6C83_A	251	100.0	100.0
6C9D_A	252	99.603	99.6
6CAD_A	259	95.367	96.14
6CCY_A	259	98.842	99.23
6CDT_A	270	100.0	100.0
6CFM_A	290	97.931	97.93
6CJ5_A	286	99.65	99.65
6CJE_A	286	99.65	99.65
6CJH_A	286	99.65	99.65
6CJW_A	286	99.65	99.65
6CJY_A	286	99.65	99.65
6CK3_A	286	99.65	99.65
6CK6_A	286	99.65	99.65
6CKI_A	286	99.65	99.65
6CMM_A	290	97.931	97.93
6CN9_A	260	100.0	100.0
6CNH_A	317	99.369	99.37
6CNX_A	290	97.931	97.93
6CPE_A	251	100.0	100.0
6CPF_A	251	100.0	100.0
6CPG_A	251	100.0	100.0
6CQ0_A	298	100.0	100.0
6CQ4_A	298	100.0	100.0
6CQ5_A	298	100.0	100.0
6CQD_A	258	99.225	99.22
6CQE_A	258	99.612	100.0
6CQF_A	258	99.612	100.0
6CQH_A	290	97.931	97.93
6CSW_A	290	97.931	97.93
6CZ2_A	253	100.0	100.0
6CZ3_A	253	100.0	100.0
6CZ4_A	253	100.0	100.0
6D1Y_A	274	100.0	100.0
6D1Z_A	274	100.0	100.0
6D20_A	274	100.0	100.0
6D22_A	274	100.0	100.0
6D2I_A	263	98.479	98.48
6D8E_A	259	100.0	100.0
6DA4_A	276	99.638	99.64
6DB3_A	276	99.638	99.64
6DB4_A	276	99.638	99.64
6DBK_A	275	97.818	98.18
6DBM_A	275	97.818	98.18
6DBN_A	277	100.0	100.0
6DD4_A	290	97.931	97.93
6DI0_A	252	100.0	100.0
6DI1_A	252	100.0	100.0
6DI3_A	252	100.0	100.0
6DI5_A	252	100.0	100.0
6DI9_A	252	100.0	100.0
6DKB_A	274	100.0	100.0
6DKG_A	274	100.0	100.0
6DKI_A	274	100.0	100.0
6DKW_A	274	100.0	100.0
6DRW_A	277	100.0	100.0
6DUD_A	276	99.638	99.64
6DUK_A	259	99.228	99.23
6E0R_A	270	100.0	100.0
6E4F_A	252	100.0	100.0
6E6E_A	252	100.0	100.0
6E9W_A	263	100.0	100.0
6EBW_A	270	100.0	100.0
6ED6_A	263	100.0	100.0
6EDL_A	270	100.0	100.0
6EG9_A	282	100.0	100.0
6EGA_A	282	100.0	100.0
6EGD_A	282	99.645	100.0
6EGE_A	282	99.645	100.0
6EGF_B	282	99.645	100.0
6EHK_A	286	98.951	98.95
6EHU_A	286	98.951	98.95
6EIF_A	321	100.0	100.0
6EII_A	286	100.0	100.0
6EIJ_A	321	100.0	100.0
6EIL_A	321	100.0	100.0
6EIM_A	259	98.842	98.84
6EIP_A	321	100.0	100.0
6EIQ_A	321	100.0	100.0
6EIR_A	321	100.0	100.0
6EIS_A	321	100.0	100.0
6EIV_A	321	100.0	100.0
6EIX_A	290	100.0	100.0
6EJ4_A	321	100.0	100.0
6ELR_A	277	100.0	100.0
6EP9_A	252	98.413	98.41
6EQI_C	16	50.0	75.0
6F3D_A	282	100.0	100.0
6F3E_A	282	100.0	100.0
6F3F_A	252	99.206	100.0
6F3G_A	282	100.0	100.0
6F3I_A	282	100.0	100.0
6F7B_A	270	100.0	100.0
6FAD_A	574	100.0	100.0
6FC8_A	257	100.0	100.0
6FCF_A	257	100.0	100.0
6FCK_A	257	100.0	100.0
6FD3_A	252	100.0	100.0
6FDY_U	257	100.0	100.0
6FDZ_U	257	100.0	100.0
6FEK_A	284	94.366	94.37
6FER_A	289	100.0	100.0
6FEW_A	298	97.987	97.99
6FEX_A	298	97.987	97.99
6FHA_A	263	100.0	100.0
6FHB_A	263	100.0	100.0
6FIL_A	298	97.987	97.99
6FIN_A	298	97.987	97.99
6FIO_A	298	97.987	97.99
6FIQ_A	298	97.987	97.99
6FNF_A	261	100.0	100.0
6FNG_A	261	100.0	100.0
6FNH_A	261	100.0	100.0
6FNI_A	262	98.855	99.24
6FNJ_A	262	98.855	99.24
6FNK_A	262	98.855	99.24
6FNL_A	262	98.855	99.24
6FNM_A	262	98.855	99.24
6FT7_A	317	100.0	100.0
6FT8_A	317	99.685	99.68
6FT9_A	317	99.685	99.68
6FVF_A	286	98.951	98.95
6FVG_A	286	98.951	98.95
6FYI_A	317	100.0	100.0
6FYK_A	317	100.0	100.0
6FYL_A	317	100.0	100.0
6FYO_A	317	100.0	100.0
6FYP_A	317	100.0	100.0
6FYR_A	317	100.0	100.0
6FYV_A	317	100.0	100.0
6G33_A	317	99.685	99.68
6G34_A	314	100.0	100.0
6G35_A	314	100.0	100.0
6G36_A	314	100.0	100.0
6G37_A	314	100.0	100.0
6G38_A	314	100.0	100.0
6G39_A	314	99.682	100.0
6G3A_A	314	99.682	99.68
6G3C_A	263	98.479	98.48
6G76_A	258	100.0	100.0
6G77_A	258	100.0	100.0
6G78_A	258	99.612	99.61
6GCR_A	257	98.444	99.61
6GCW_A	257	98.444	99.61
6GCX_A	257	98.444	99.61
6GGH_A	277	100.0	100.0
6GI6_A	290	100.0	100.0
6GIH_A	286	98.951	98.95
6GIN_A	290	100.0	100.0
6GIP_A	290	100.0	100.0
6GL9_A	276	98.913	98.91
6GLA_A	276	98.913	98.91
6GLB_A	276	98.913	98.91
6GMD_A	286	100.0	100.0
6GQJ_A	275	91.27270545454545	92.3593090909091
6GQL_A	275	91.27270545454545	92.3593090909091
6GQM_A	275	91.27270545454545	92.3593090909091
6GQO_A	329	84.498	84.5
